27.500000	0.769951	1
32.500000	0.769951	1
35.000000	0.769951	1
42.500000	0.769951	1
47.500000	0.769951	1
55.000000	0.769951	1
57.500000	0.769951	1
65.000000	0.769951	1
70.000000	0.769951	1
72.500000	0.769951	1
77.500000	0.769951	1
85.000000	0.769951	1
87.500000	0.769951	1
90.000000	0.769951	1
97.500000	0.769951	1
102.500000	0.769951	1
107.500000	0.769951	1
115.000000	0.769951	1
117.500000	0.769951	1
120.000000	0.769951	1
127.500000	0.769951	1
180.000000	0.769951	1
182.500000	0.769951	1
187.500000	0.769951	1
195.000000	0.769951	1
197.500000	0.769951	1
205.000000	0.769951	1
210.000000	0.769951	1
217.500000	0.769951	1
222.500000	0.769951	1
225.000000	0.769951	1
232.500000	0.769951	1
237.500000	0.769951	1
240.000000	0.769951	1
247.500000	0.769951	1
255.000000	0.769951	1
260.000000	0.769951	1
262.500000	0.769951	1
270.000000	0.769951	1
277.500000	0.769951	1
282.500000	0.769951	1
