27.500000	0.660833	1
32.500000	0.660833	1
40.000000	0.660833	1
42.500000	0.660833	1
47.500000	0.660833	1
55.000000	0.660833	1
57.500000	0.660833	1
65.000000	0.660833	1
70.000000	0.660833	1
72.500000	0.660833	1
80.000000	0.660833	1
82.500000	0.660833	1
87.500000	0.660833	1
92.500000	0.660833	1
95.000000	0.660833	1
102.500000	0.660833	1
110.000000	0.660833	1
112.500000	0.660833	1
117.500000	0.660833	1
120.000000	0.660833	1
127.500000	0.660833	1
180.000000	0.660833	1
185.000000	0.660833	1
187.500000	0.660833	1
195.000000	0.660833	1
197.500000	0.660833	1
205.000000	0.660833	1
210.000000	0.660833	1
215.000000	0.660833	1
217.500000	0.660833	1
225.000000	0.660833	1
230.000000	0.660833	1
237.500000	0.660833	1
240.000000	0.660833	1
247.500000	0.660833	1
250.000000	0.660833	1
255.000000	0.660833	1
257.500000	0.660833	1
262.500000	0.660833	1
270.000000	0.660833	1
275.000000	0.660833	1
277.500000	0.660833	1
