27.500000	0.893857	-0.285714
32.500000	0.893857	-0.285714
40.000000	0.893857	0.714286
42.500000	0.893857	-0.285714
45.000000	0.893857	0.714286
52.500000	0.893857	-0.285714
57.500000	0.893857	-0.285714
62.500000	0.893857	-0.285714
70.000000	0.893857	-0.285714
72.500000	0.893857	-0.285714
75.000000	0.893857	0.714286
80.000000	0.893857	-0.285714
87.500000	0.893857	0.714286
92.500000	0.893857	-0.285714
100.000000	0.893857	0.714286
102.500000	0.893857	-0.285714
107.500000	0.893857	-0.285714
115.000000	0.893857	0.714286
117.500000	0.893857	-0.285714
125.000000	0.893857	-0.285714
127.500000	0.893857	-0.285714
180.000000	0.893857	-0.285714
182.500000	0.893857	-0.285714
190.000000	0.893857	0.714286
195.000000	0.893857	-0.285714
200.000000	0.893857	-0.285714
202.500000	0.893857	-0.285714
210.000000	0.893857	-0.285714
217.500000	0.893857	-0.285714
225.000000	0.893857	-0.285714
232.500000	0.893857	-0.285714
235.000000	0.893857	0.714286
240.000000	0.893857	-0.285714
247.500000	0.893857	0.714286
255.000000	0.893857	-0.285714
262.500000	0.893857	-0.285714
267.500000	0.893857	0.714286
270.000000	0.893857	0.714286
277.500000	0.893857	-0.285714
282.500000	0.893857	-0.285714
